Text;Label
I don’t see my calendar in MS teams anymore. Earlier it was connected to my outlook calendar but now it disappeared and I need to go back to outlook everytime I need to look there. Is there a way to enable it in teams again? Thank you;IT
Hi, I had a problem with the touchscreen so I had to turn to IT and a colleague disabled it, saying the issue was temporary and will be fixed in the new windows update (some of my coworkers had the same problem). Now the update has been made and it forks for them. I would like to try it too but don't know how to turn it on again. Can you help please?;IT
Hi, I have a question regarding password change. The system has requested to change my password (after 6 months). What will happen if I don't? I am comfortable using my current password and don't want to change it. Thanks;IT
My company phone is not switching on anymore, can I get a new one?;IT
Hello, is there somewhere a list with all corporate licences the company has for home office programs? I have found a useful tool I need for work but I don't know if I need to pay for it;IT
Hey I want to make up my postgraduate studies parallel to working, is it possible to reduce my current position to a part-time job?;HR
Hello I am a new employee and have recently received my work laptop. However this is a MacBook whereas I have worked with windows all my life and am uncomfortable with mac. Could I get new hardware please?;IT
Thank you for checking my portal for the additional functions. I have not expected that many changes. Do you have some kind of tutorial or training video for me? Would be great…;HR
hello I am leaving company soon and will need to return my hw. Do I need to return all accessories like earphones, mouse etc as well? I just remember I had to order in a shop new ones for me when I started work;IT
Hello, my touchpad has gone crazy - it moves my cursor all around the screen. I can’t control it with a mouse because it is stronger. Can I please get assistance in this?;IT
Hello I just came back from business trip and figured out there is a big crack on my laptop screen - must've been damaged while travelling. What is the procedure to have the screen replaced? Am I supposed to get a new laptop now? I am perfectly happy with mine, just with new screen;IT
A current customer of mine has granted me access to some programs I need to finish the project for them. I am asked by compliance team to delete these programs as quickly as possible. How much time do I have to do this? My project ends in a month and I still need the software, Thanks;IT
Hello, I have an important meeting with one of our clients tomorrow and would need  a car to get there. Does our company offer any car which i could rent for tomorrow?;HR
I am expected to travel to a conference next week, what expenses will I have covered?;HR
Hello I can’t charge my laptop for some reason. What shall I do? Can I please have assistance? I am either in urgent need for a new laptop or a way to fix mine.;IT
Hello to Hungary! My son is studying HR management. Do you offer internships or working student jobs? He is really interested in getting some practical experience.;HR
Can you please help me with the following. I have received a leaver cheklist and filled it in. Where do I need to submit it before I leave?;HR
I need some MacBook adapters to be able to connect to sompany inftasrtucture (made for windows notebooks). There is a list of adapters I need and my question is where I shoud get the? Do you have them at hand at IT place or do I need to order myself?;IT
Good afternoon, last year I worked for the facility management department. As I left the company, I kindly ask you to remove all of my personal data as it is allowed by GDPR.;HR
Hello my mail on the phone and laptop is not being synchronized. What should I do to fix it?  It is like I am using two different mailboxes with the sae address…;IT
My phone is overheating without any reason, do I need an appointment for someone to look and maybe repair it? Thanks;IT
My current intern would like to explore the daily business of other departments. Do you know if we can do such a quick transfer? Do you maybe need a young engaged man?;HR
Hey can you tell me how long this hiring freeze is going to last? We wanted to offer a former intern the possibility to write his master thesis with us.;HR
Hello I cannot connect to wifi on my laptop, but connection works fine from my phone and my colleagues are also not having any problems. Could you please assign somone to have a look? I would really appreciate it;IT
Hi, I would like to receive something like a certificate that I actually workat the company to present immigration authorities, could you please help me further? Thank you;HR
My usb ports in the laptop seem to have broken, I can’t connect any other devices to it, what should I do? Thanks;IT
Hello, my email app on my iphone does not send me incoming mail notifications anymore. What can I do to enable them again? Can you help me further? Thanks;IT
Good day. I am unable to access my personal cabinet in the internal portal. It says I do not have the necessary authorizations. Could you please provide me the authorizations I am missing or help me with accessing it? Thanks;IT
Hello, my manager told me he has started the process of extending my contract, do you have any updates on the current status? Thanks;HR
how can I connect my new corporate phone to my work accounts? Do I need to log out on my old phone to enable the new one? As of now I can’t log into anything;IT
Hello, do I need to write down all expenses I make while traveling for work to get reminbursement? Thank you;HR
In the recent weeks my outlook is not working well. Sometimes it does not update my mail and does not me send anything. Sometimes it works fine. I have not changed any settings but I cannot work without access to my emails. What could be done to fix it?;IT
I would like to know what happens to broken hardware that employees break? DO you usually repair it or just take it down to details/throw out? Or do employees just get new hw? I am starting an intracompany initiative for climate action and need this information, thank you;IT
Hi! My former employee has asked you to delete all of his data. Can you do that or is that a task for IT?;HR
Good morning.I have decided to leave company and would like to resign. I have already talked to my manager and he will approve. What are my next steps? Thanks;HR
I cannot access the internal portal to record my time or make a leave request, the page freees and kicks me out. Is there a companywide malfunction or is the problem just mine? If so, can somebody look into the matter?;IT
good morning, is there a way to disable automatic updates on my pc that are triggered by company IT? They keep happening during the day and it interrupts my workflow. Thank you;IT
Hello my laptop does not have enough usb ports that I need for work. I would like to get an adapter ith multiple usb ports. Do you have such things available in the office? Or shall I just buy it myself? How does the cost reimbursement look?;IT
Hello, I have an urgent meeting in Portugal next week, can you tell whom I have to ask for permission of this business trip?;HR
Hello, I have installed some software I need on my laptop and am asked to deinstall it because of compliance. What will happen if I don’t do it within the deadline? ;IT
I have granted access to some excel files to my colleagues but they cannot open the files. I checked multiple times to have used the correct names. Still, the systems says they have no access. Could someone help?;IT
Hello I have just updated my password as required by the system. However, I can still log in to my laptop using the old password. Is it supposed to be like this? If not, what shall I do?;IT
I am a new employee and would like to ask you if you have any orientation trainings for new joiners to understand the processes?;HR
Hey, I am from Belarus and … I am desperate. My manager always makes stupid jokes about my people drinking too much alcohol. How can we stop this? Can I transfer to another department because this is really discriminating;HR
My computer freezes after 5 min work, I have restarted it multiple times but it doesn't help, can you please help me further? Thanks;IT
hey, can you tell me whether our company supports a sabbatical? I am highly interested in taking one and would be very happy if you could provide me further information how I can make an request for taking a sabbatical.;HR
How can I change my health insurance to our company's own health insurance company?;HR
hello, my office programs have been incredibly slow all week. It now takes a few times longer the average normal time to even load it, to say nothing about working. I know my colleagues have been experiencing the same. Can someone look into it?;IT
Good day! I am new at the company and need accessories for work - mouse, headset etc. Could you please navigate me to the page where I can buy them? Thanks;IT
I have a following problem: today is January 15th and I still have not received my salary for November.Can you help me further?;HR
My touchpad is broken - it controls the cursor and may move it randomly across the screen. Even if I use the mouse it does not help. Help me?;IT
Hello, I have ordered myself a new corporate phone but unfortunately I don't see the date when it is supposed to arrive, could you help me further if I tell you the order number?;IT
Hello, would you find it disrespectful if your colleague received a gift for an anniversary at the company but you did not? Well. I am 25 years with this company. My colleague received a golden watch but I did not get anything… This makes me really sad... 25 years... for nothing ;HR
My SSO does not let me edit the files I created, saying I need to log in but then the system fails, what should I do?;IT
My computer mouse is moving uncontrollably as soon as I turn it on - is there a way it can be fixed or should I just buy a new mouse?;IT
Hey, as I have a child, I would like to use the chance to work from home at least 3 times per week.  Is that possible?  My manager does not mind;HR
Sorry for bothering you, but I have a certain issue with bullying here in my team. I already informed my team lead about the problem, but she did not do anything about it. Can you help me?;HR
good morning. I have an issue with my mail notifications. They are not shown properly, I receive a new mail notification only after a few hours which somwtimes is too late or don't rceive at all. Could someone please help me?;IT
Do I get a new company phone if my current one is broken? Do I need to pay anything for it? Thnks;IT
hello for some reason my laptop does not connect to wifi network in the office - I need to use mobile data to be able to work. My colleagues do not have this issue, could comeone help me rsolve it?;IT
Hello, Can I rent a monitor for my home office? As I need to control multiple systems at once, this would be a great help;HR
I deinstalled my email app on my iphone because it was not working properly. I installed it again but can’t log into my work mail account, it says my user cannotbe found. What should I do?;IT
Hi, is there a mandatory learning program I need to participate in as a new joiner?;HR
Hello I just started work here and am still in need for some devices. I would like to get a corporate phone - who do I need to contact and what do I need to do?;IT
Hello, I am having an issue with my webcam. It does not work for some reason anymore, and I need it for online meetings. Thank you;IT
hello, do we have something like a software store where I could downoad programs/apps I need for work? Some of the programs I need are not free, so I am wondering if there is a collection of programs where the company already has a license. Thank you;IT
Hello. My laptop charger seems to be broken - I received it from IT together with my laptop. Shall I bring it over to fix it or will you give me a new one? Or shall I just buy a new one without coming to you? Thanks;IT
I see in my payslip that my payments do not cprrespond to the actual hours worked. Could you please assist me to understand?;HR
hey, I know that it is possible to organize round trips of our company. My parents come from Japan to visit me . How can I get the allowance for them to enter the territory?;HR
Hello my laptop touchscreen does not work - it does not react neither to my fingers nor to special stylus that comes with the pc. What are the necessary actions froom my side to have it fixed asap?;IT
hello, I got married and changed my name. can you please update my email address in correspondence with it? Thanks;IT
I attached the birth certificate of my son. Please confirm the paternity leave I have requested for 1 month;HR
Hello, I have a following problem. After the last software update my computer is leading very slowly - up to 10 minutes. Is there any way to speed it up? Could you please helpme further?;IT
Hey my department wants to hire a new intern, can we do that or do we still have this hiring freeze?;HR
Hey, I need to take a week off from 1st May until 5th May. Can you maybe guide me through the internal system?;HR
Hello, I just received my last payroll, and discovered that my tax class is set wong. My tax class is 1 and not 5. Could you please correct that? Thank you. ;HR
Good morning. I have ordered some things (hardware) from the store and would like to know where it will be delivered - to my office directly or to the IT desk in our building/facility? Thanks;IT
I have shared some importand documents (word, excel) with my colleagues so that we can all work simultaneously. However the system does not allow us to open them at the same time - the 2nd one just gets kicked out of it when he tries to open it. Is there a way out of this? thank you;IT
The recent software update has deleted important documents from my pc. Is there a way to restore them? Thank you.;IT
Hi, I had a surgery on my shoulder and I cannot work for the next twoo weeks. I have a sick certificate. Do I have to send it to you or do we have a function in our internal people portal?;HR
Good day. I accidentally spilled coffee on my laptop and it does not work anymore. What do I need to do?;IT
Hi, I have a following question. I ahev just been transferred from a different location abroad abd would like to ask what holidays do we have off in Netherlands in this company? thanks;HR
Hey, I get hourly paid as I am an intern. There is a necessary surgery happening soon. Will I get paid during the sick leave? Thanks;HR
Hello I have no access to internal servers because there is a problem with vpn - I get a popup that a connection cannot be established. My actions?;IT
Hey, when I received my contract, you asked me to provide you the number of available holidays I had at my former company. I attached the document from previous employer to this ticket. Is there any other action required?;HR
hey, I started my internship this week. Shortly after, i got an email where your colleague asked me to enter information about my residence permit. However,  I cannot edit this information in the system. Maybe we could have a call and I can show you the issue.;HR
I have a following question: I accidentally broke a pc charger that IT gave me, where can I get a new one? Do I need to refund it? Shall I give it back? Thanks.;IT
Who do I need to contact if I would like to participate in a training which is not offered for free. I have received my manager's oral approval. Thanks;HR
Hey, can you please align with an expert on how to sit healthy? I know it sounds strange but I think the new office chair is the reason why my back hurts… Maybe this expert can change the configuration of our chairs;HR
My phone screen has broken, where do I need to go to have it repaired? Do I get a new phone instead? thanks;IT
Hello, where do I find a list of programs that I am allowed to install on my crporate laptop? I need some programs but do not want to have any compliance issues.;IT
hello there seems to be a problem with a ticketing system, I was trying to attach a screenshot to my other ticket but it the option to add pictures/files was disabled. ;IT
Hello, I just got married and would need you to change my tax class form 1 to 5. Thank you.;HR
My in-place monitor is constantly blinking and black stripes appear on it - can you please have a look and change it if it cannot be repaired?;IT
Where is more information about the severance program at our company?;HR
