Text;Label
Hi, the sofa in our recreation rooms needs some maintenance. It would be good if someone cleaned it and checked why it is wobbly;Facility Management
hey, the dispenser for the masks is empty in building 2. Can anyone refill it, please? ;Facility Management
My problem is as follows: I cannot see my payslip updates in the portal. Thank you.;IT
my office programs are in german. Can I switch it to english somehow?;IT
Hello, I want to dissolve my job contract, could you tell me how we will proceed?;HR
Hello, can you help me with the following. Where and how shall I return all my hardware before I leave the company?;IT
Hello, I cant go into my time recording page and have my work hours documented. Do yoou know what the issue might be and help me fix it? Thanks;IT
What documents do I need to prepare to employ two more colleagues to my team? thank you!;HR
Hey, my salary should have increased from 4400 Euro to 4600 Euro last month. Yesterday, I was paid 4400 again, please explain that;HR
Hello I would like somone to have a look at my keyboard - it is not working properly since a week now. Can I get an appointment? Thanks;IT
The lights do not turn on automatically in the 3rd floor corridor of building 6 when someone moves, could you please check motion sensors? Thanks;Facility Management
Hello! Is there a possibility to get a printer for building 6, 4th floor? Temporary, I need to run downstairs to make some copies as our old printer was removed but no replacement was done...;Facility Management
Hello, I have received a leaver checklist even though my contract is extended. Do I still need to fill it in before my current contract expires or can I just ignore it?;HR
Hello, do we have a corporate license to use mural as a whiteboard tool? It is useful for online workshops but I would like to know if I need to apply for license or who will take the costs. Thank you;IT
As we have the dogs-allowed-policy, I would like to know why there is no policy which allows cats? Due to the job, my kitty is alone at home for about 10 hours. I don't want her to become depressed.;HR
hello, I am a new employee and the equipment in my office is very old and used. Could I please get new furniture? Or at least I need a new table because the current one is very scratched and it it impossible to work;Facility Management
Hello, I lost a key to my office locker so I can't lock things up anymore. Can you please send someone to see if I can get a new key/change the lock? Thanks;Facility Management
Hi, I do understand that cleaning is important but is it necessary to blow leafs at 10 am? How should one concentrate?;Facility Management
Hey! I have a very talented working student who asked me if we offer a dual curriculum in data science.I haven't seen such a position in our portal but I know that one university in Darmstadt offers that. We really need to keep this guys in our company. Please please please help me and him to get this dual curriculum organized. It should be a dual master curriculum;HR
Who is charged for my participation in non-mandarory training that is not free? My department or me personally? Thanks;HR
hello, the search functionality in the software store does not work properly, it freezes everytime I look for the program I need. I know it is available but I can't find it. Can someone help me?;IT
The function to see my payroll slip has disappeared after the recent update.;IT
Hey, I can you offer these amazing trainee programs for graduates. Unfortunately there are no open vacancies for now. Do you maybe when they will open? Thanks;HR
Hi! I value the job of our cleaners. They are the reason why our offices look amazing and why we enjoy being there. Some of them might be shy, so I decided to write to you. There is a small pregnant blond woman in our building who is carrying the heavy vacuum cleaner. Can we maybe get an alternative ( which weights less) for her? I feel really sorry for her..;Facility Management
Hello, we are looking for a new team member. Could you please add a job posting with a following description? Thanks;HR
There is something wrong with my laptop battery - it dies within 20 minutes even if I make sure the laptop is fully charged. It significantly reduces my flexibility. Can I have my battery exchaged? I have a Lenovo T480 laptop. ;IT
I don’t see my calendar in MS teams anymore. Earlier it was connected to my outlook calendar but now it disappeared and I need to go back to outlook everytime I need to look there. Is there a way to enable it in teams again? Thank you;IT
Hi, I had a problem with the touchscreen so I had to turn to IT and a colleague disabled it, saying the issue was temporary and will be fixed in the new windows update (some of my coworkers had the same problem). Now the update has been made and it forks for them. I would like to try it too but don't know how to turn it on again. Can you help please?;IT
There are no more napkins in the coffee corner in building 12. Could you please bring some more? Thank you;Facility Management
Hi, I have a question regarding password change. The system has requested to change my password (after 6 months). What will happen if I don't? I am comfortable using my current password and don't want to change it. Thanks;IT
Hey, for some reason, you can enter building 1, 4 and 20 without any permission or company card. This is urgent! What if someone places a bomb or anything else?!?!?!;Facility Management
My company phone is not switching on anymore, can I get a new one?;IT
Hello, is there somewhere a list with all corporate licences the company has for home office programs? I have found a useful tool I need for work but I don't know if I need to pay for it;IT
Hello madam or sir, I hope you value handicapped people as I do. Today, we could not have our team meeting as the room is not accessable for handicapped people because there is no elevator to get there… Could you maybe deal with this problem or at least warn in the booking system that a room is not suitable for handicapped ppl. Thanks.;Facility Management
Hey I want to make up my postgraduate studies parallel to working, is it possible to reduce my current position to a part-time job?;HR
The water in the dispenser in building 4 is yellow. I think this is not healthy..;Facility Management
Hello I am a new employee and have recently received my work laptop. However this is a MacBook whereas I have worked with windows all my life and am uncomfortable with mac. Could I get new hardware please?;IT
Hey, my height adjustable table does not work. I cannot adjust the height anymore. Can anyone check that, please?;Facility Management
Thank you for checking my portal for the additional functions. I have not expected that many changes. Do you have some kind of tutorial or training video for me? Would be great…;HR
hello I am leaving company soon and will need to return my hw. Do I need to return all accessories like earphones, mouse etc as well? I just remember I had to order in a shop new ones for me when I started work;IT
Hello, my touchpad has gone crazy - it moves my cursor all around the screen. I can’t control it with a mouse because it is stronger. Can I please get assistance in this?;IT
Hello I just came back from business trip and figured out there is a big crack on my laptop screen - must've been damaged while travelling. What is the procedure to have the screen replaced? Am I supposed to get a new laptop now? I am perfectly happy with mine, just with new screen;IT
A current customer of mine has granted me access to some programs I need to finish the project for them. I am asked by compliance team to delete these programs as quickly as possible. How much time do I have to do this? My project ends in a month and I still need the software, Thanks;IT
Hello, I have an important meeting with one of our clients tomorrow and would need  a car to get there. Does our company offer any car which i could rent for tomorrow?;HR
I am expected to travel to a conference next week, what expenses will I have covered?;HR
Hello I can’t charge my laptop for some reason. What shall I do? Can I please have assistance? I am either in urgent need for a new laptop or a way to fix mine.;IT
Hello to Hungary! My son is studying HR management. Do you offer internships or working student jobs? He is really interested in getting some practical experience.;HR
Can you please help me with the following. I have received a leaver cheklist and filled it in. Where do I need to submit it before I leave?;HR
I need some MacBook adapters to be able to connect to sompany inftasrtucture (made for windows notebooks). There is a list of adapters I need and my question is where I shoud get the? Do you have them at hand at IT place or do I need to order myself?;IT
Good afternoon, last year I worked for the facility management department. As I left the company, I kindly ask you to remove all of my personal data as it is allowed by GDPR.;HR
Hello my mail on the phone and laptop is not being synchronized. What should I do to fix it?  It is like I am using two different mailboxes with the sae address…;IT
My phone is overheating without any reason, do I need an appointment for someone to look and maybe repair it? Thanks;IT
My current intern would like to explore the daily business of other departments. Do you know if we can do such a quick transfer? Do you maybe need a young engaged man?;HR
Hey can you tell me how long this hiring freeze is going to last? We wanted to offer a former intern the possibility to write his master thesis with us.;HR
Hello I cannot connect to wifi on my laptop, but connection works fine from my phone and my colleagues are also not having any problems. Could you please assign somone to have a look? I would really appreciate it;IT
Hi, I would like to receive something like a certificate that I actually workat the company to present immigration authorities, could you please help me further? Thank you;HR
My usb ports in the laptop seem to have broken, I can’t connect any other devices to it, what should I do? Thanks;IT
Hello, my email app on my iphone does not send me incoming mail notifications anymore. What can I do to enable them again? Can you help me further? Thanks;IT
Good day. I am unable to access my personal cabinet in the internal portal. It says I do not have the necessary authorizations. Could you please provide me the authorizations I am missing or help me with accessing it? Thanks;IT
Hi! Could you please tell the cleaning personell that they start emptying our trash cans? If someone had a banana or such, the smell is disgusting;Facility Management
Hey, I cannot load credit to my company card as the computers are striking. How shall I eat now?!?!?;Facility Management
Hello, my manager told me he has started the process of extending my contract, do you have any updates on the current status? Thanks;HR
how can I connect my new corporate phone to my work accounts? Do I need to log out on my old phone to enable the new one? As of now I can’t log into anything;IT
Hi! I have problems with my back. The doctor said I should work sitting in an ergonomical chair. Do you offer such? How can I get one for my office?;Facility Management
Hello, do I need to write down all expenses I make while traveling for work to get reminbursement? Thank you;HR
In the recent weeks my outlook is not working well. Sometimes it does not update my mail and does not me send anything. Sometimes it works fine. I have not changed any settings but I cannot work without access to my emails. What could be done to fix it?;IT
I would like to know what happens to broken hardware that employees break? DO you usually repair it or just take it down to details/throw out? Or do employees just get new hw? I am starting an intracompany initiative for climate action and need this information, thank you;IT
Hi! My former employee has asked you to delete all of his data. Can you do that or is that a task for IT?;HR
Good morning.I have decided to leave company and would like to resign. I have already talked to my manager and he will approve. What are my next steps? Thanks;HR
My desk lamp is not turning on, only constantly flickers so I can't work when it's dark. Is there a problem with electricity? Can someone please come have a look? Thank you!;Facility Management
I cannot access the internal portal to record my time or make a leave request, the page freees and kicks me out. Is there a companywide malfunction or is the problem just mine? If so, can somebody look into the matter?;IT
good morning, is there a way to disable automatic updates on my pc that are triggered by company IT? They keep happening during the day and it interrupts my workflow. Thank you;IT
Hey, generally speaking, I enjoy our cantina and the variety of food there but today, I observed a glass shard in my cake. Sorry but this is unbearable and might have caused serious damage to my health. I doubt that I will return there very soon. I ask you to investigate that case;Facility Management
Hello my laptop does not have enough usb ports that I need for work. I would like to get an adapter ith multiple usb ports. Do you have such things available in the office? Or shall I just buy it myself? How does the cost reimbursement look?;IT
Hello, I have an urgent meeting in Portugal next week, can you tell whom I have to ask for permission of this business trip?;HR
Hello, I have installed some software I need on my laptop and am asked to deinstall it because of compliance. What will happen if I don’t do it within the deadline? ;IT
I love our floors and plants in building 5 but someone really needs to water them. They dont look healthy at all now…;Facility Management
I have granted access to some excel files to my colleagues but they cannot open the files. I checked multiple times to have used the correct names. Still, the systems says they have no access. Could someone help?;IT
Hello I have just updated my password as required by the system. However, I can still log in to my laptop using the old password. Is it supposed to be like this? If not, what shall I do?;IT
Hi, the wifi in my office is horrible. If I try to connect my iPhone to the wifi in other buildings it runs super fast and I have no problems at all. Only in my building, in my office,  I have to use the internet from my sim-card which causes additional expenses for the company;Facility Management
I am a new employee and would like to ask you if you have any orientation trainings for new joiners to understand the processes?;HR
Hey, I am from Belarus and … I am desperate. My manager always makes stupid jokes about my people drinking too much alcohol. How can we stop this? Can I transfer to another department because this is really discriminating;HR
My computer freezes after 5 min work, I have restarted it multiple times but it doesn't help, can you please help me further? Thanks;IT
Hello, due to recent wet weather the staircase leading from the street is very slippery. Could you please ensure it is cleaned regularly to avoid dangerous situations? Thank you;Facility Management
I have a question. Am I going to receive a reimbursement for not being able to use the gym because of lockdown? Thanks;Facility Management
Hey… In building 4… Our coffee tastes like a mouse died in the machine. Can someone change, I don't know, the milk or have a look at the coffee machine there?;Facility Management
hey, can you tell me whether our company supports a sabbatical? I am highly interested in taking one and would be very happy if you could provide me further information how I can make an request for taking a sabbatical.;HR
How can I change my health insurance to our company's own health insurance company?;HR
hello, my office programs have been incredibly slow all week. It now takes a few times longer the average normal time to even load it, to say nothing about working. I know my colleagues have been experiencing the same. Can someone look into it?;IT
Good afternoon, my name is Michael and I am new. I was recommended to contact you for the case that I have no locker in my office. How can I get one? Thanks!;Facility Management
Good day! I am new at the company and need accessories for work - mouse, headset etc. Could you please navigate me to the page where I can buy them? Thanks;IT
